Surate_N,Verset_N,Mot_N,Morpheme_N,MORPHEME,LEM,ROOT
22,41,15,3,l~ahi,{ll~ah,Alh
22,41,16,1,Ea`qibapu,Ea`qibap,Eqb
22,41,17,1,{lo,,
22,41,17,2,>umuwri,>amor,Amr
22,42,1,1,wa,,
22,42,1,2,<in,"<in
",
22,42,2,1,yuka*~ibu,ka*~aba,k*b
22,42,2,2,w,,
22,42,2,3,ka,,
22,42,3,1,fa,,
22,42,3,2,qado,"qad
",
22,42,4,1,ka*~abato,ka*~aba,k*b
22,42,5,1,qabola,qabol,qbl
22,42,5,2,humo,,
22,42,6,1,qawomu,qawom,qwm
22,42,7,1,nuwHK,nuwH,
22,42,8,1,wa,,
22,42,8,2,EaAdN,EaAd2,Ewd
22,42,9,1,wa,,
22,42,9,2,vamuwdu,vamuwd,
22,43,1,1,wa,,
22,43,1,2,qawomu,qawom,qwm
22,43,2,1,<ibora`hiyma,<iboraAhiym,
22,43,3,1,wa,,
22,43,3,2,qawomu,qawom,qwm
22,43,4,1,luwTK,luwT,
22,44,1,1,wa,,
22,44,1,2,>aSoHa`bu,>aSoHa`b,SHb
22,44,2,1,madoyana,madoyan,
22,44,3,1,wa,,
22,44,3,2,ku*~iba,ka*~aba,k*b
22,44,4,1,muwsaY`,muwsaY`,
22,44,5,1,fa,,
22,44,5,2,>amolayo,>amolaY`,mlw
22,44,5,3,tu,,
22,44,6,1,li,,
22,44,6,2,lo,,
22,44,6,3,ka`firiyna,ka`firuwn,kfr
22,44,7,1,vum~a,"vum~
",
22,44,8,1,>axa*o,>axa*a,Ax*
22,44,8,2,tu,,
22,44,8,3,humo,,
22,44,9,1,fa,,
22,44,9,2,kayofa,kayof,"kyf
"
22,44,10,1,kaAna,kaAna,kwn
22,44,11,1,nakiyri,nakiyr,nkr
22,44,11,2,,,
22,45,1,1,fa,,
22,45,1,2,ka>ay~in,ka>ay~in,
22,45,2,1,m~in,"min
",
22,45,3,1,qaroyapK,qaroyap,qry
22,45,4,1,>aholako,>aholaka,hlk
22,45,4,2,na`,,
22,45,4,3,haA,,
22,45,5,1,wa,,
22,45,5,2,hiYa,,
22,45,6,1,ZaAlimapN,ZaAlimap,Zlm
22,45,7,1,fa,,
22,45,7,2,hiYa,,
22,45,8,1,xaAwiyapN,xaAwiyap,xwy
22,45,9,1,EalaY`,"EalaY`
",
22,45,10,1,Euruw$i,Earo$,Er$
22,45,10,2,haA,,
22,45,11,1,wa,,
22,45,11,2,bi}orK,bi}or,bAr
22,45,12,1,m~uEaT~alapK,m~uEaT~alap,ETl
22,45,13,1,wa,,
22,45,13,2,qaSorK,qaSor,qSr
22,45,14,1,m~a$iydK,m~a$iyd,$yd
22,46,1,1,>a,,
22,46,1,2,fa,,
22,46,1,3,lamo,"lam
",
22,46,2,1,yasiyru,saAra,syr
22,46,2,2,wA@,,
22,46,3,1,fiY,"fiY
",
22,46,4,1,{lo,,
22,46,4,2,>aroDi,>aroD,ArD
22,46,5,1,fa,,
22,46,5,2,takuwna,kaAna,kwn
22,46,6,1,la,,
22,46,6,2,humo,,
22,46,7,1,quluwbN,qalob,qlb
22,46,8,1,yaEoqilu,Eaqalu,Eql
22,46,8,2,wna,,
22,46,9,1,bi,,
22,46,9,2,haA^,,
22,46,10,1,>awo,">aw
",
22,46,11,1,'aA*aAnN,>u*unN,A*n
22,46,12,1,yasomaEu,samiEa,smE
22,46,12,2,wna,,
22,46,13,1,bi,,
22,46,13,2,haA,,
22,46,14,1,fa,,
22,46,14,2,<in~a,<in~,
22,46,14,3,haA,,
22,46,15,1,laA,"laA
",
22,46,16,1,taEomaY,EamiYa,Emy
22,46,17,1,{lo,,
22,46,17,2,>aboSa`ru,baSar,bSr
22,46,18,1,wa,,
22,46,18,2,la`kin,"la`kin
",
22,46,19,1,taEomaY,EamiYa,Emy
22,46,20,1,{lo,,
22,46,20,2,quluwbu,qalob,qlb
22,46,21,1,{l~atiY,{l~a*iY,
22,46,22,1,fiY,"fiY
",
22,46,23,1,{l,,
22,46,23,2,S~uduwri,Sador,Sdr
22,47,1,1,wa,,
22,47,1,2,yasotaEojilu,{sotaEojala,Ejl
22,47,1,3,wna,,
22,47,1,4,ka,,
22,47,2,1,bi,,
22,47,2,2,{lo,,
22,47,2,3,Ea*aAbi,Ea*aAb,E*b
22,47,3,1,wa,,
22,47,3,2,lan,"lan
",
22,47,4,1,yuxolifa,>axolafu,xlf
22,47,5,1,{ll~ahu,{ll~ah,Alh
22,47,6,1,waEoda,waEod,wEd
22,47,6,2,"hu,",,
22,47,7,1,wa,,
22,47,7,2,<in~a,<in~,
22,47,8,1,yawomFA,yawom,ywm
22,47,9,1,Einda,Eind,End
22,47,10,1,rab~i,rab~,rbb
22,47,10,2,ka,,
22,47,11,1,ka,,
22,47,11,2,>alofi,>alof,Alf
22,47,12,1,sanapK,sanap,snw
22,47,13,1,m~i,"min
",
22,47,13,2,m~aA,"maA
",
22,47,14,1,taEud~u,Ead~a,Edd
22,47,14,2,wna,,
22,48,1,1,wa,,
22,48,1,2,ka>ay~in,ka>ay~in,
22,48,2,1,m~in,"min
",
22,48,3,1,qaroyapK,qaroyap,qry
22,48,4,1,>amolayo,>amolaY`,mlw
22,48,4,2,tu,,
22,48,5,1,la,,
22,48,5,2,haA,,
22,48,6,1,wa,,
22,48,6,2,hiYa,,
22,48,7,1,ZaAlimapN,ZaAlimap,Zlm
22,48,8,1,vum~a,"vum~
",
22,48,9,1,>axa*o,>axa*a,Ax*
22,48,9,2,tu,,
22,48,9,3,haA,,
22,48,10,1,wa,,
22,48,10,2,<ilaY~a,"<ilaY`
",
22,48,10,3,,,
22,48,11,1,{lo,,
22,48,11,2,maSiyru,maSiyr,Syr
22,49,1,1,qulo,qaAla,qwl
22,49,2,1,ya`^,,
22,49,2,2,>ay~uhaA,>ay~uhaA,
22,49,3,1,{l,,
22,49,3,2,n~aAsu,n~aAs,nws
22,49,4,1,<in~a,<in~,
22,49,4,2,maA^,"maA
",
22,49,5,1,">anaA""",,
22,49,6,1,la,,
22,49,6,2,kumo,,
22,49,7,1,na*iyrN,na*iyr,n*r
22,49,8,1,m~ubiynN,m~ubiyn,byn
22,50,1,1,fa,,
22,50,1,2,{l~a*iyna,{l~a*iY,
22,50,2,1,'aAmanu,'aAmana,Amn
22,50,2,2,wA@,,
22,50,3,1,wa,,
22,50,3,2,Eamilu,Eamila,Eml
22,50,3,3,wA@,,
22,50,4,1,{l,,
22,50,4,2,S~a`liHa`ti,S~a`liHa`t,SlH
22,50,5,1,la,,
22,50,5,2,hum,,
22,50,6,1,m~agofirapN,m~agofirap,gfr
22,50,7,1,wa,,
22,50,7,2,rizoqN,rizoq,rzq
22,50,8,1,kariymN,kariym,krm
22,51,1,1,wa,,
22,51,1,2,{l~a*iyna,{l~a*iY,
22,51,2,1,saEa,saEaY`,sEy
22,51,2,2,woA@,,
22,51,3,1,fiY^,"fiY
",
22,51,4,1,'aAya`ti,'aAyap,Ayy
22,51,4,2,naA,,
22,51,5,1,muEa`jiziyna,muEa`jiziyn,Ejz
22,51,6,1,>uw@la`^}ika,>uwla`^}ik,
22,51,7,1,>aSoHa`bu,>aSoHa`b,SHb
22,51,8,1,{lo,,
22,51,8,2,jaHiymi,jaHiym,jHm
22,52,1,1,wa,,
22,52,1,2,maA^,"maA
",
22,52,2,1,>arosalo,>arosala,rsl
22,52,2,2,naA,,
22,52,3,1,min,"min
",
22,52,4,1,qaboli,qabol,qbl
22,52,4,2,ka,,
22,52,5,1,min,"min
",
22,52,6,1,r~asuwlK,rasuwl,rsl
22,52,7,1,wa,,
22,52,7,2,laA,"laA
",
22,52,8,1,nabiY~K,n~abiY~,nbA
22,52,9,1,<il~aA^,"<il~aA
",
22,52,10,1,<i*aA,"<i*aA
",
22,52,11,1,taman~aY`^,taman~aY`^,mny
22,52,12,1,>aloqaY,>aloqaY`^,lqy
22,52,13,1,{l,,
22,52,13,2,$~ayoTa`nu,$ayoTa`n,$Tn
22,52,14,1,fiY^,"fiY
",
22,52,15,1,>umoniy~ati,>umoniy~at,mny
22,52,15,2,hi.,,
22,52,16,1,fa,,
22,52,16,2,yansaxu,yansaxu,nsx
22,52,17,1,{ll~ahu,{ll~ah,Alh
22,52,18,1,maA,"maA
",
22,52,19,1,yuloqiY,>aloqaY`^,lqy
22,52,20,1,{l,,
22,52,20,2,$~ayoTa`nu,$ayoTa`n,$Tn
22,52,21,1,vum~a,"vum~
",
22,52,22,1,yuHokimu,>uHokimato,Hkm
22,52,23,1,{ll~ahu,{ll~ah,Alh
22,52,24,1,'aAya`ti,'aAyap,Ayy
22,52,24,2,hi.,,
22,52,25,1,wa,,
22,52,25,2,{ll~ahu,{ll~ah,Alh
22,52,26,1,EaliymN,Ealiym,Elm
22,52,27,1,HakiymN,Hakiym,Hkm
22,53,1,1,l~i,,
22,53,1,2,yajoEala,jaEala,jEl
22,53,2,1,maA,"maA
",
22,53,3,1,yuloqiY,>aloqaY`^,lqy
22,53,4,1,{l,,
22,53,4,2,$~ayoTa`nu,$ayoTa`n,$Tn
22,53,5,1,fitonapF,fitonap,ftn
22,53,6,1,l~i,,
22,53,6,2,l~a*iyna,{l~a*iY,
22,53,7,1,fiY,"fiY
",
22,53,8,1,quluwbi,qalob,qlb
22,53,8,2,him,,
22,53,9,1,m~araDN,m~araD,mrD
22,53,10,1,wa,,
22,53,10,2,{lo,,
22,53,10,3,qaAsiyapi,qa`siyap,qsw
22,53,11,1,quluwbu,qalob,qlb
22,53,11,2,humo,,
22,53,12,1,wa,,
22,53,12,2,<in~a,<in~,
22,53,13,1,{l,,
22,53,13,2,Z~a`limiyna,ZaAlim,Zlm
22,53,14,1,la,,
22,53,14,2,fiY,"fiY
",
22,53,15,1,$iqaAqK],$iqaAq,$qq
22,53,16,1,baEiydK,baEiyd,bEd
22,54,1,1,wa,,
22,54,1,2,li,,
22,54,1,3,yaEolama,Ealima,Elm
22,54,2,1,{l~a*iyna,{l~a*iY,
22,54,3,1,>uwtu,A^taY,Aty
22,54,3,2,wA@,,
22,54,4,1,{lo,,
22,54,4,2,Eiloma,Eilom,Elm
22,54,5,1,>an~a,>an~,
22,54,5,2,hu,,
22,54,6,1,{lo,,
22,54,6,2,Haq~u,Haq~,Hqq
22,54,7,1,min,"min
",
22,54,8,1,r~ab~i,rab~,rbb
22,54,8,2,ka,,
22,54,9,1,fa,,
22,54,9,2,yu&ominu,'aAmana,Amn
22,54,9,3,wA@,,
22,54,10,1,bi,,
22,54,10,2,hi.,,
22,54,11,1,fa,,
22,54,11,2,tuxobita,>axobatu,xbt
22,54,12,1,la,,
22,54,12,2,"hu,",,
22,54,13,1,quluwbu,qalob,qlb
22,54,13,2,humo,,
22,54,14,1,wa,,
22,54,14,2,<in~a,<in~,
22,54,15,1,{ll~aha,{ll~ah,Alh
22,54,16,1,la,,
22,54,16,2,haAdi,haAd,hdy
22,54,17,1,{l~a*iyna,{l~a*iY,
22,54,18,1,'aAmanu,'aAmana,Amn
22,54,18,2,w^A@,,
22,54,19,1,<ilaY`,"<ilaY`
",
22,54,20,1,Sira`TK,Sira`T,SrT
22,54,21,1,m~usotaqiymK,m~usotaqiym,qwm
22,55,1,1,wa,,
22,55,1,2,laA,"laA
",
22,55,2,1,yazaAlu,zaAlat,zyl
22,55,3,1,{l~a*iyna,{l~a*iY,
22,55,4,1,kafaru,kafara,kfr
22,55,4,2,wA@,,
22,55,5,1,fiY,"fiY
",
22,55,6,1,miroyapK,miroyap,mry
22,55,7,1,m~ino,"min
",
22,55,7,2,hu,,
22,55,8,1,Hat~aY`,"Hat~aY`
",
22,55,9,1,ta>otiya,>ataY,Aty
22,55,9,2,humu,,
22,55,10,1,{l,,
22,55,10,2,s~aAEapu,saAEap,swE
22,55,11,1,bagotapF,bagotap,bgt
22,55,12,1,>awo,">aw
",
22,55,13,1,ya>otiya,>ataY,Aty
22,55,13,2,humo,,
22,55,14,1,Ea*aAbu,Ea*aAb,E*b
22,55,15,1,yawomK,yawom,ywm
22,55,16,1,EaqiymK,Eaqiym,Eqm
22,56,1,1,{lo,,
22,56,1,2,muloku,mulok,mlk
22,56,2,1,yawoma}i*K,"yawoma}i*
",
22,56,3,1,l~i,,
22,56,3,2,l~ahi,{ll~ah,Alh
22,56,4,1,yaHokumu,Hakama,Hkm
22,56,5,1,bayona,bayon,byn
22,56,5,2,humo,,
22,56,6,1,fa,,
22,56,6,2,{l~a*iyna,{l~a*iY,
22,56,7,1,'aAmanu,'aAmana,Amn
22,56,7,2,wA@,,
22,56,8,1,wa,,
22,56,8,2,Eamilu,Eamila,Eml
22,56,8,3,wA@,,
22,56,9,1,{l,,
22,56,9,2,S~a`liHa`ti,S~a`liHa`t,SlH
22,56,10,1,fiY,"fiY
",
22,56,11,1,jan~a`ti,jan~ap,jnn
22,56,12,1,{l,,
22,56,12,2,n~aEiymi,naEiym,nEm
22,57,1,1,wa,,
22,57,1,2,{l~a*iyna,{l~a*iY,
22,57,2,1,kafaru,kafara,kfr
22,57,2,2,wA@,,
22,57,3,1,wa,,
22,57,3,2,ka*~abu,ka*~aba,k*b
22,57,3,3,wA@,,
22,57,4,1,bi,,
22,57,4,2,_#aAya`ti,'aAyap,Ayy
22,57,4,3,naA,,
22,57,5,1,fa,,
22,57,5,2,>uw@la`^}ika,>uwla`^}ik,
22,57,6,1,la,,
22,57,6,2,humo,,
22,57,7,1,Ea*aAbN,Ea*aAb,E*b
22,57,8,1,m~uhiynN,m~uhiyn,hwn
22,58,1,1,wa,,
22,58,1,2,{l~a*iyna,{l~a*iY,
22,58,2,1,haAjaru,haAjara,hjr
22,58,2,2,wA@,,
22,58,3,1,fiY,"fiY
",
22,58,4,1,sabiyli,sabiyl,sbl
22,58,5,1,{ll~ahi,{ll~ah,Alh
22,58,6,1,vum~a,"vum~
",
22,58,7,1,qutilu,qatala,qtl
22,58,7,2,w^A@,,
22,58,8,1,>awo,">aw
",
22,58,9,1,maAtu,m~aAta,mwt
22,58,9,2,wA@,,
22,58,10,1,la,,
22,58,10,2,yarozuqa,razaqa,rzq
22,58,10,3,n~a,,
22,58,10,4,humu,,
22,58,11,1,{ll~ahu,{ll~ah,Alh
22,58,12,1,rizoqFA,rizoq,rzq
22,58,13,1,HasanFA,Hasan,Hsn
22,58,14,1,wa,,
22,58,14,2,<in~a,<in~,
22,58,15,1,{ll~aha,{ll~ah,Alh
22,58,16,1,la,,
22,58,16,2,huwa,,
22,58,17,1,xayoru,xayor,xyr
22,58,18,1,{l,,
22,58,18,2,r~a`ziqiyna,r~a`ziqiyn,rzq
22,59,1,1,la,,
22,59,1,2,yudoxila,>udoxila,dxl
22,59,1,3,n~a,,
22,59,1,4,hum,,
22,59,2,1,m~udoxalFA,m~udoxal,dxl
22,59,3,1,yaroDa,r~aDiYa,rDw
22,59,3,2,wona,,
22,59,3,3,"hu,",,
22,59,4,1,wa,,
22,59,4,2,<in~a,<in~,
22,59,5,1,{ll~aha,{ll~ah,Alh
22,59,6,1,la,,
22,59,6,2,EaliymN,Ealiym,Elm
22,59,7,1,HaliymN,Haliym,Hlm
22,60,1,1,*a`lika,*a`lik,
22,60,2,1,wa,,
22,60,2,2,mano,"man
",
22,60,3,1,EaAqaba,EaAqaba,Eqb
22,60,4,1,bi,,
22,60,4,2,mivoli,mivol,mvl
22,60,5,1,maA,"maA
",
22,60,6,1,Euwqiba,EaAqaba,Eqb
22,60,7,1,bi,,
22,60,7,2,hi.,,
22,60,8,1,vum~a,"vum~
",
22,60,9,1,bugiYa,bagaY`,bgy
22,60,10,1,Ealayo,"EalaY`
",
22,60,10,2,hi,,
22,60,11,1,la,,
22,60,11,2,yanSura,naSara,nSr
22,60,11,3,n~a,,
22,60,11,4,hu,,
22,60,12,1,{ll~ahu,{ll~ah,Alh
22,60,13,1,<in~a,<in~,
22,60,14,1,{ll~aha,{ll~ah,Alh
22,60,15,1,la,,
22,60,15,2,Eafuw~N,Eafuw~,Efw
22,60,16,1,gafuwrN,gafuwr,gfr
22,61,1,1,*a`lika,*a`lik,
22,61,2,1,bi,,
22,61,2,2,>an~a,>an~,
22,61,3,1,{ll~aha,{ll~ah,Alh
22,61,4,1,yuwliju,yuwliju,wlj
22,61,5,1,{l~a,,
22,61,5,2,yola,layol,lyl
22,61,6,1,fiY,"fiY
",
22,61,7,1,{l,,
22,61,7,2,n~ahaAri,nahaAr,nhr
22,61,8,1,wa,,
22,61,8,2,yuwliju,yuwliju,wlj
22,61,9,1,{l,,
22,61,9,2,n~ahaAra,nahaAr,nhr
22,61,10,1,fiY,"fiY
",
22,61,11,1,{l~a,,
22,61,11,2,yoli,layol,lyl
22,61,12,1,wa,,
22,61,12,2,>an~a,>an~,
22,61,13,1,{ll~aha,{ll~ah,Alh
22,61,14,1,samiyEN[,samiyE,smE
22,61,15,1,baSiyrN,baSiyr,bSr
22,62,1,1,*a`lika,*a`lik,
22,62,2,1,bi,,
22,62,2,2,>an~a,>an~,
22,62,3,1,{ll~aha,{ll~ah,Alh
22,62,4,1,huwa,,
22,62,5,1,{lo,,
22,62,5,2,Haq~u,Haq~,Hqq
22,62,6,1,wa,,
22,62,6,2,>an~a,>an~,
22,62,7,1,maA,"maA
",
22,62,8,1,yadoEu,daEaA,dEw
22,62,8,2,wna,,
22,62,9,1,min,"min
",
22,62,10,1,duwni,duwn,dwn
22,62,10,2,hi.,,
22,62,11,1,huwa,,
22,62,12,1,{lo,,
22,62,12,2,ba`Tilu,ba`Til,bTl
22,62,13,1,wa,,
22,62,13,2,>an~a,>an~,
22,62,14,1,{ll~aha,{ll~ah,Alh
22,62,15,1,huwa,,
22,62,16,1,{lo,,
22,62,16,2,EaliY~u,Ealiy~,Elw
22,62,17,1,{lo,,
22,62,17,2,kabiyru,kabiyr,kbr
22,63,1,1,>a,,
22,63,1,2,lamo,"lam
",
22,63,2,1,tara,ra'aA,rAy
22,63,3,1,>an~a,>an~,
22,63,4,1,{ll~aha,{ll~ah,Alh
22,63,5,1,>anzala,>anzala,nzl
22,63,6,1,mina,"min
",
22,63,7,1,{l,,
22,63,7,2,s~amaA^'i,samaA^',smw
22,63,8,1,maA^'F,maA^',mwh
22,63,9,1,fa,,
22,63,9,2,tuSobiHu,>aSobaHa,SbH
22,63,10,1,{lo,,
22,63,10,2,>aroDu,>aroD,ArD
22,63,11,1,muxoDar~apF,muxoDar~ap,xDr
22,63,12,1,<in~a,<in~,
22,63,13,1,{ll~aha,{ll~ah,Alh
22,63,14,1,laTiyfN,laTiyf,lTf
22,63,15,1,xabiyrN,xabiyr,xbr
22,64,1,1,l~a,,
22,64,1,2,"hu,",,
22,64,2,1,maA,"maA
",
22,64,3,1,fiY,"fiY
",
22,64,4,1,{l,,
22,64,4,2,s~ama`wa`ti,samaA^',smw
22,64,5,1,wa,,
22,64,5,2,maA,"maA
",
22,64,6,1,fiY,"fiY
",
22,64,7,1,{lo,,
22,64,7,2,>aroDi,>aroD,ArD
22,64,8,1,wa,,
22,64,8,2,<in~a,<in~,
22,64,9,1,{ll~aha,{ll~ah,Alh
22,64,10,1,la,,
22,64,10,2,huwa,,
22,64,11,1,{lo,,
22,64,11,2,ganiY~u,ganiY~,gny
22,64,12,1,{lo,,
22,64,12,2,Hamiydu,Hamiyd,Hmd
22,65,1,1,>a,,
22,65,1,2,lamo,"lam
",
22,65,2,1,tara,ra'aA,rAy
22,65,3,1,>an~a,>an~,
22,65,4,1,{ll~aha,{ll~ah,Alh
22,65,5,1,sax~ara,sax~ara,sxr
22,65,6,1,la,,
22,65,6,2,kum,,
22,65,7,1,m~aA,"maA
",
22,65,8,1,fiY,"fiY
",
22,65,9,1,{lo,,
22,65,9,2,>aroDi,>aroD,ArD
22,65,10,1,wa,,
22,65,10,2,{lo,,
22,65,10,3,fuloka,fulok,flk
22,65,11,1,tajoriY,jarayo,jry
22,65,12,1,fiY,"fiY
",
22,65,13,1,{lo,,
22,65,13,2,baHori,baHor,bHr
22,65,14,1,bi,,
22,65,14,2,>amori,>amor,Amr
22,65,14,3,hi.,,
22,65,15,1,wa,,
22,65,15,2,yumosiku,>amosaka,msk
22,65,16,1,{l,,
22,65,16,2,s~amaA^'a,samaA^',smw
22,65,17,1,>an,">an
",
22,65,18,1,taqaEa,waqaEa,wqE
22,65,19,1,EalaY,"EalaY`
",
22,65,20,1,{lo,,
22,65,20,2,>aroDi,>aroD,ArD
22,65,21,1,<il~aA,"<il~aA
",
22,65,22,1,bi,,
22,65,22,2,<i*oni,<i*on,A*n
22,65,22,3,hi.^,,
22,65,23,1,<in~a,<in~,
22,65,24,1,{ll~aha,{ll~ah,Alh
22,65,25,1,bi,,
22,65,25,2,{l,,
22,65,25,3,n~aAsi,n~aAs,nws
22,65,26,1,la,,
22,65,26,2,ra'uwfN,ra'uwf,rAf
22,65,27,1,r~aHiymN,r~aHiym,rHm
22,66,1,1,wa,,
22,66,1,2,huwa,,
22,66,2,1,{l~a*iY^,{l~a*iY,
22,66,3,1,>aHoyaA,>aHoyaA,Hyy
22,66,3,2,kumo,,
22,66,4,1,vum~a,"vum~
",
22,66,5,1,yumiytu,>amaAta,mwt
22,66,5,2,kumo,,
22,66,6,1,vum~a,"vum~
",
22,66,7,1,yuHoyiy,>aHoyaA,Hyy
22,66,7,2,kumo,,
22,66,8,1,<in~a,<in~,
22,66,9,1,{lo,,
22,66,9,2,<insa`na,<insa`n,Ans
22,66,10,1,la,,
22,66,10,2,kafuwrN,kafuwr,kfr
22,67,1,1,l~i,,
22,67,1,2,kul~i,kul~,kll
22,67,2,1,>um~apK,>um~ap,Amm
22,67,3,1,jaEalo,jaEala,jEl
22,67,3,2,naA,,
22,67,4,1,mansakFA,mansak,nsk
22,67,5,1,humo,,
22,67,6,1,naAsikuw,naAsikuw,nsk
22,67,6,2,hu,,
22,67,7,1,fa,,
22,67,7,2,laA,"laA
",
22,67,8,1,yuna`ziEu,yuna`ziEu,nzE
22,67,8,2,n~a,,
22,67,8,3,ka,,
22,67,9,1,fiY,"fiY
",
22,67,10,1,{lo,,
22,67,10,2,>amori,>amor,Amr
22,67,11,1,wa,,
22,67,11,2,{doEu,daEaA,dEw
22,67,12,1,<ilaY`,"<ilaY`
",
22,67,13,1,rab~i,rab~,rbb
22,67,13,2,ka,,
22,67,14,1,<in~a,<in~,
22,67,14,2,ka,,
22,67,15,1,la,,
22,67,15,2,EalaY`,"EalaY`
",
22,67,16,1,hudFY,hudFY,hdy
22,67,17,1,m~usotaqiymK,m~usotaqiym,qwm
22,68,1,1,wa,,
22,68,1,2,<in,"<in
",
22,68,2,1,ja`dalu,ja`dalu,jdl
22,68,2,2,w,,
22,68,2,3,ka,,
22,68,3,1,fa,,
22,68,3,2,quli,qaAla,qwl
22,68,4,1,{ll~ahu,{ll~ah,Alh
22,68,5,1,>aEolamu,>aEolam,Elm
22,68,6,1,bi,,
22,68,6,2,maA,"maA
",
22,68,7,1,taEomalu,Eamila,Eml
22,68,7,2,wna,,
22,69,1,1,{ll~ahu,{ll~ah,Alh
22,69,2,1,yaHokumu,Hakama,Hkm
22,69,3,1,bayona,bayon,byn
22,69,3,2,kumo,,
22,69,4,1,yawoma,yawom,ywm
22,69,5,1,{lo,,
22,69,5,2,qiya`mapi,qiya`map,qwm
22,69,6,1,fiy,"fiY
",
22,69,6,2,maA,"maA
",
22,69,7,1,kun,kaAna,kwn
22,69,7,2,tumo,,
22,69,8,1,fiy,"fiY
",
22,69,8,2,hi,,
22,69,9,1,taxotalifu,{xotalafa,xlf
22,69,9,2,wna,,
22,70,1,1,>a,,
22,70,1,2,lamo,"lam
",
22,70,2,1,taEolamo,Ealima,Elm
22,70,3,1,>an~a,>an~,
22,70,4,1,{ll~aha,{ll~ah,Alh
22,70,5,1,yaEolamu,Ealima,Elm
22,70,6,1,maA,"maA
",
22,70,7,1,fiY,"fiY
",
22,70,8,1,{l,,
22,70,8,2,s~amaA^'i,samaA^',smw
22,70,9,1,wa,,
22,70,9,2,{lo,,
22,70,9,3,>aroDi,>aroD,ArD
22,70,10,1,<in~a,<in~,
22,70,11,1,*a`lika,*a`lik,
22,70,12,1,fiY,"fiY
",
22,70,13,1,kita`bK,kita`b,ktb
22,70,14,1,<in~a,<in~,
22,70,15,1,*a`lika,*a`lik,
22,70,16,1,EalaY,"EalaY`
",
22,70,17,1,{ll~ahi,{ll~ah,Alh
22,70,18,1,yasiyrN,yasiyr,ysr
22,71,1,1,wa,,
22,71,1,2,yaEobudu,Eabada,Ebd
22,71,1,3,wna,,
22,71,2,1,min,"min
",
22,71,3,1,duwni,duwn,dwn
22,71,4,1,{ll~ahi,{ll~ah,Alh
22,71,5,1,maA,"maA
",
22,71,6,1,lamo,"lam
",
22,71,7,1,yunaz~ilo,naz~ala,nzl
22,71,8,1,bi,,
22,71,8,2,hi.,,
22,71,9,1,suloTa`nFA,suloTa`n,slT
22,71,10,1,wa,,
22,71,10,2,maA,"maA
",
22,71,11,1,layosa,l~ayosa,lys
22,71,12,1,la,,
22,71,12,2,hum,,
22,71,13,1,bi,,
22,71,13,2,hi.,,
22,71,14,1,EilomN,Eilom,Elm
22,71,15,1,wa,,
22,71,15,2,maA,"maA
",
22,71,16,1,li,,
22,71,16,2,l,,
22,71,16,3,Z~a`limiyna,ZaAlim,Zlm
22,71,17,1,min,"min
",
22,71,18,1,n~aSiyrK,naSiyr,nSr
22,72,1,1,wa,,
22,72,1,2,<i*aA,"<i*aA
",
22,72,2,1,tutolaY`,talaY`,tlw
22,72,3,1,Ealayo,"EalaY`
",
22,72,3,2,himo,,
22,72,4,1,'aAya`tu,'aAyap,Ayy
22,72,4,2,naA,,
22,72,5,1,bay~ina`tK,bay~inap,byn
22,72,6,1,taEorifu,Earafa,Erf
22,72,7,1,fiY,"fiY
",
22,72,8,1,wujuwhi,wajoh,wjh
22,72,9,1,{l~a*iyna,{l~a*iY,
22,72,10,1,kafaru,kafara,kfr
22,72,10,2,wA@,,
22,72,11,1,{lo,,
22,72,11,2,munkara,munkar,nkr
22,72,12,1,yakaAdu,kaAda,kwd
22,72,12,2,wna,,
22,72,13,1,yasoTu,yasoTu,sTw
22,72,13,2,wna,,
22,72,14,1,bi,,
22,72,14,2,{l~a*iyna,{l~a*iY,
22,72,15,1,yatolu,talaY`,tlw
22,72,15,2,wna,,
22,72,16,1,Ealayo,"EalaY`
",
22,72,16,2,himo,,
22,72,17,1,'aAya`ti,'aAyap,Ayy
22,72,17,2,naA,,
22,72,18,1,qulo,qaAla,qwl
22,72,19,1,>a,,
22,72,19,2,fa,,
22,72,19,3,>unab~i}u,nab~a>a,nbA
22,72,19,4,kum,,
22,72,20,1,bi,,
22,72,20,2,$ar~K,$ar~,$rr
22,72,21,1,m~in,"min
",
22,72,22,1,*a`likumu,*a`lik,
22,72,23,1,{l,,
22,72,23,2,n~aAru,naAr,nwr
22,72,24,1,waEada,waEada,wEd
22,72,24,2,haA,,
22,72,25,1,{ll~ahu,{ll~ah,Alh
22,72,26,1,{l~a*iyna,{l~a*iY,
22,72,27,1,kafaru,kafara,kfr
22,72,27,2,wA@,,
22,72,28,1,wa,,
22,72,28,2,bi}osa,bi}osa,bAs
22,72,29,1,{lo,,
22,72,29,2,maSiyru,maSiyr,Syr
22,73,1,1,ya`^,,
22,73,1,2,>ay~uhaA,>ay~uhaA,
22,73,2,1,{l,,
22,73,2,2,n~aAsu,n~aAs,nws
22,73,3,1,Duriba,Daraba,Drb
22,73,4,1,mavalN,maval,mvl
22,73,5,1,fa,,
22,73,5,2,{sotamiEu,{sotamaEa,smE
22,73,5,3,wA@,,
22,73,6,1,la,,
22,73,6,2,"hu,^",,
22,73,7,1,<in~a,<in~,
22,73,8,1,{l~a*iyna,{l~a*iY,
22,73,9,1,tadoEu,daEaA,dEw
